,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
492,Andre Fili,2019-02-17,0.3333333333333333,0.34000000000000014,0.5533333333333333,0.3333333333333333,1.6666666666666667,0.0,0,98 of 226,0.43,98 of 226,0 of 0,0.0,0,0,0,65 of 179,9 of 16,24 of 31,98 of 226,0 of 0,0 of 0,"5' 11""",145.0,"74""",Orthodox,"Jun 25, 1990",2019-02-17,Andre Fili,Decision - Unanimous,3,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
493,Andre Gusmao,2008-08-09,,,,,,,0,34 of 84,0.4,46 of 98,0 of 1,0.0,0,0,0,11 of 49,11 of 20,12 of 15,19 of 43,15 of 41,0 of 0,"6' 0""",205.0,,Orthodox,"May 19, 1977",2008-08-09,Jon Jones,Decision - Unanimous,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
494,Andre Gusmao,2009-05-23,0.0,0.4,0.0,0.0,0.0,0.0,0,17 of 33,0.51,18 of 34,0 of 0,0.0,0,0,0,3 of 13,8 of 14,6 of 6,13 of 28,4 of 5,0 of 0,"6' 0""",205.0,,Orthodox,"May 19, 1977",2009-05-23,Krzysztof Soszynski,KO/TKO,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
495,Andre Pederneiras,1999-07-16,,,,,,,0,10 of 19,0.52,17 of 26,0 of 1,0.0,0,0,0,3 of 10,1 of 2,6 of 7,4 of 8,5 of 9,1 of 2,"5' 8""",155.0,,Orthodox,"Mar 22, 1967",1999-07-16,Pat Miletich,TKO - Doctor's Stoppage,2,UFC Welterweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
496,Andre Roberts,1999-03-05,,,,,,,0,2 of 3,0.66,2 of 3,0 of 0,0.0,0,0,0,2 of 3,0 of 0,0 of 0,2 of 3,0 of 0,0 of 0,"6' 2""",345.0,,Orthodox,"Feb 24, 1965",1999-03-05,Gary Goodridge,KO/TKO,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
497,Andre Roberts,1999-07-16,0.0,0.66,0.0,0.0,0.0,0.0,1,10 of 20,0.5,11 of 21,0 of 0,0.0,0,0,0,10 of 19,0 of 1,0 of 0,4 of 9,3 of 8,3 of 3,"6' 2""",345.0,,Orthodox,"Feb 24, 1965",1999-07-16,Andre Roberts,KO/TKO,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
498,Andre Soukhamthath,2017-03-04,,,,,,,0,46 of 116,0.39,73 of 148,0 of 1,0.0,0,2,0,25 of 81,14 of 25,7 of 10,34 of 103,2 of 3,10 of 10,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2017-03-04,Albert Morales,Decision - Split,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
499,Andre Soukhamthath,2017-08-05,0.0,0.39,0.0,0.0,2.0,0.0,3,43 of 107,0.4,44 of 108,0 of 0,0.0,0,0,0,26 of 86,9 of 11,8 of 10,42 of 102,1 of 5,0 of 0,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2017-08-05,Alejandro Perez,Decision - Split,3,Bantamweight Bout,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
500,Andre Soukhamthath,2017-12-09,1.5,0.395,0.0,0.0,1.0,0.0,1,20 of 49,0.4,23 of 52,0 of 0,0.0,0,0,0,16 of 44,3 of 4,1 of 1,10 of 37,3 of 3,7 of 9,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2017-12-09,Andre Soukhamthath,KO/TKO,2,Bantamweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
501,Andre Soukhamthath,2018-03-03,1.3333333333333333,0.39666666666666667,0.0,0.0,0.6666666666666666,0.0,0,25 of 60,0.41,42 of 79,4 of 7,0.57,0,4,0,7 of 37,9 of 12,9 of 11,16 of 50,1 of 1,8 of 9,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2018-03-03,Sean O'Malley,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
502,Andre Soukhamthath,2018-10-27,1.3333333333333333,0.4033333333333333,0.18999999999999997,0.0,1.3333333333333333,0.0,2,79 of 138,0.57,98 of 157,3 of 3,1.0,1,1,0,29 of 85,42 of 45,8 of 8,30 of 73,45 of 60,4 of 5,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2018-10-27,Andre Soukhamthath,Decision - Unanimous,3,Bantamweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
503,Andre Soukhamthath,2019-04-13,1.0,0.45999999999999996,0.5233333333333333,0.3333333333333333,1.6666666666666667,0.0,0,30 of 62,0.48,41 of 73,1 of 1,1.0,0,0,0,6 of 33,7 of 10,17 of 19,26 of 58,4 of 4,0 of 0,"5' 9""",135.0,"70""",Orthodox,"Oct 23, 1988",2019-04-13,Montel Jackson,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
504,Andre Winner,2009-06-20,,,,,,,0,46 of 86,0.53,95 of 136,0 of 2,0.0,0,0,0,21 of 54,15 of 21,10 of 11,6 of 39,40 of 47,0 of 0,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2009-06-20,Ross Pearson,Decision - Unanimous,3,Ultimate Fighter 9 Lightweight Tournament Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
505,Andre Winner,2009-11-14,0.0,0.53,0.0,0.0,0.0,0.0,2,14 of 28,0.5,14 of 28,0 of 0,0.0,0,0,0,8 of 19,2 of 5,4 of 4,10 of 23,2 of 2,2 of 3,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2009-11-14,Andre Winner,KO/TKO,1,Lightweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
506,Andre Winner,2010-03-31,1.0,0.515,0.0,0.0,0.0,0.0,0,61 of 198,0.3,74 of 211,0 of 0,0.0,0,0,0,32 of 152,13 of 29,16 of 17,47 of 184,13 of 13,1 of 1,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2010-03-31,Andre Winner,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
507,Andre Winner,2010-08-28,0.6666666666666666,0.44333333333333336,0.0,0.0,0.0,0.0,0,20 of 35,0.57,41 of 56,0 of 0,0.0,0,0,0,11 of 25,9 of 9,0 of 1,5 of 16,15 of 19,0 of 0,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2010-08-28,Nik Lentz,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
508,Andre Winner,2010-11-13,0.6666666666666666,0.4566666666666666,0.0,0.0,0.0,0.0,0,13 of 44,0.29,13 of 44,0 of 0,0.0,0,0,0,2 of 27,5 of 7,6 of 10,13 of 44,0 of 0,0 of 0,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2010-11-13,Dennis Siver,Submission,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
509,Andre Winner,2011-07-02,0.0,0.38666666666666666,0.0,0.0,0.0,0.0,0,15 of 114,0.13,17 of 116,0 of 1,0.0,0,0,0,8 of 92,6 of 14,1 of 8,10 of 105,5 of 9,0 of 0,"5' 11""",155.0,"73""",Orthodox,"Nov 09, 1981",2011-07-02,Anthony Njokuani,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
510,Andrea Lee,2018-05-19,,,,,,,0,56 of 93,0.6,87 of 131,3 of 5,0.6,2,8,0,17 of 37,24 of 29,15 of 27,15 of 40,26 of 28,15 of 25,"5' 6""",125.0,"69""",Orthodox,"Feb 11, 1989",2018-05-19,Andrea Lee,Decision - Unanimous,3,Women's Flyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
511,Andrea Lee,2019-02-17,0.0,0.6,0.6,2.0,8.0,0.0,0,111 of 209,0.53,118 of 216,0 of 2,0.0,0,0,0,47 of 132,34 of 46,30 of 31,98 of 190,11 of 17,2 of 2,"5' 6""",125.0,"69""",Orthodox,"Feb 11, 1989",2019-02-17,Andrea Lee,Decision - Unanimous,3,Women's Flyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
512,Andreas Stahl,2014-07-26,,,,,,,0,41 of 111,0.36,69 of 143,0 of 1,0.0,0,0,0,28 of 94,9 of 12,4 of 5,26 of 88,13 of 21,2 of 2,"5' 11""",170.0,"73""",Orthodox,"May 20, 1988",2014-07-26,Gilbert Burns,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
513,Andreas Stahl,2015-12-10,0.0,0.36,0.0,0.0,0.0,0.0,0,14 of 34,0.41,14 of 35,2 of 2,1.0,0,0,0,5 of 23,4 of 5,5 of 6,14 of 34,0 of 0,0 of 0,"5' 11""",170.0,"73""",Orthodox,"May 20, 1988",2015-12-10,Santiago Ponzinibbio,KO/TKO,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
514,Andrei Arlovski,2000-11-17,,,,,,,0,2 of 4,0.5,2 of 4,1 of 1,1.0,2,0,0,1 of 3,0 of 0,1 of 1,2 of 2,0 of 2,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2000-11-17,Andrei Arlovski,Submission,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
515,Andrei Arlovski,2001-06-29,0.0,0.5,1.0,2.0,0.0,0.0,0,11 of 26,0.42,18 of 33,0 of 1,0.0,0,0,0,10 of 25,0 of 0,1 of 1,7 of 19,4 of 7,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2001-06-29,Ricco Rodriguez,KO/TKO,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
516,Andrei Arlovski,2002-03-22,0.0,0.45999999999999996,0.5,1.0,0.0,0.0,0,38 of 95,0.4,38 of 95,0 of 0,0.0,0,0,0,10 of 48,1 of 1,27 of 46,37 of 93,1 of 2,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2002-03-22,Pedro Rizzo,KO/TKO,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
517,Andrei Arlovski,2002-11-22,0.0,0.43999999999999995,0.3333333333333333,0.6666666666666666,0.0,0.0,1,14 of 26,0.53,14 of 26,0 of 0,0.0,0,0,0,7 of 19,0 of 0,7 of 7,10 of 22,4 of 4,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2002-11-22,Andrei Arlovski,KO/TKO,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
518,Andrei Arlovski,2003-09-26,0.3333333333333333,0.44999999999999996,0.0,0.0,0.0,0.0,2,9 of 20,0.45,26 of 39,0 of 0,0.0,0,1,0,8 of 19,1 of 1,0 of 0,3 of 10,2 of 3,4 of 7,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2003-09-26,Andrei Arlovski,KO/TKO,1,Heavyweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
519,Andrei Arlovski,2004-04-02,1.0,0.45999999999999996,0.0,0.0,0.3333333333333333,0.0,1,51 of 83,0.61,51 of 83,0 of 0,0.0,0,0,0,41 of 68,2 of 2,8 of 13,31 of 52,20 of 31,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2004-04-02,Andrei Arlovski,KO/TKO,2,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
520,Andrei Arlovski,2005-02-05,1.3333333333333333,0.5299999999999999,0.0,0.0,0.3333333333333333,0.0,1,5 of 10,0.5,5 of 10,0 of 0,0.0,2,0,0,1 of 6,0 of 0,4 of 4,5 of 6,0 of 0,0 of 4,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2005-02-05,Andrei Arlovski,Submission,1,UFC Interim Heavyweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
521,Andrei Arlovski,2005-06-04,1.3333333333333333,0.5199999999999999,0.0,0.6666666666666666,0.3333333333333333,0.0,0,33 of 56,0.58,33 of 56,0 of 0,0.0,0,0,0,22 of 43,1 of 2,10 of 11,27 of 48,3 of 5,3 of 3,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2005-06-04,Andrei Arlovski,KO/TKO,1,UFC Interim Heavyweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
522,Andrei Arlovski,2005-10-07,0.6666666666666666,0.5633333333333332,0.0,0.6666666666666666,0.0,0.0,1,2 of 6,0.33,2 of 6,0 of 0,0.0,0,0,0,2 of 6,0 of 0,0 of 0,2 of 6,0 of 0,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2005-10-07,Andrei Arlovski,KO/TKO,1,UFC Heavyweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
523,Andrei Arlovski,2006-04-15,0.6666666666666666,0.4699999999999999,0.0,0.6666666666666666,0.0,0.0,1,11 of 24,0.45,12 of 26,0 of 0,0.0,0,0,0,7 of 18,3 of 5,1 of 1,9 of 20,2 of 4,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2006-04-15,Tim Sylvia,KO/TKO,1,UFC Heavyweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
524,Andrei Arlovski,2006-07-08,0.6666666666666666,0.4533333333333332,0.0,0.0,0.0,0.0,0,66 of 327,0.2,68 of 330,0 of 1,0.0,0,0,0,39 of 291,8 of 16,19 of 20,64 of 322,2 of 5,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2006-07-08,Tim Sylvia,Decision - Unanimous,5,UFC Heavyweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
525,Andrei Arlovski,2006-12-30,0.6666666666666666,0.32666666666666655,0.0,0.0,0.0,0.0,0,7 of 11,0.63,32 of 37,0 of 0,0.0,1,1,0,5 of 9,0 of 0,2 of 2,2 of 6,0 of 0,5 of 5,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2006-12-30,Andrei Arlovski,KO/TKO,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
526,Andrei Arlovski,2007-04-21,0.3333333333333333,0.4266666666666665,0.0,0.3333333333333333,0.3333333333333333,0.0,1,28 of 81,0.34,30 of 85,0 of 0,0.0,0,0,0,9 of 37,0 of 3,19 of 41,19 of 68,5 of 8,4 of 5,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2007-04-21,Andrei Arlovski,Decision - Unanimous,3,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
527,Andrei Arlovski,2008-03-01,0.3333333333333333,0.3899999999999999,0.0,0.3333333333333333,0.3333333333333333,0.0,0,14 of 35,0.4,55 of 86,1 of 1,1.0,0,1,0,8 of 27,1 of 3,5 of 5,7 of 21,0 of 1,7 of 13,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2008-03-01,Andrei Arlovski,KO/TKO,2,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
528,Andrei Arlovski,2014-06-14,0.3333333333333333,0.4566666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0,12 of 55,0.21,40 of 86,0 of 1,0.0,0,0,0,6 of 43,3 of 6,3 of 6,11 of 50,1 of 5,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2014-06-14,Andrei Arlovski,Decision - Split,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
529,Andrei Arlovski,2014-09-13,0.3333333333333333,0.3166666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,1,13 of 33,0.39,14 of 34,0 of 0,0.0,0,0,0,8 of 27,4 of 5,1 of 1,8 of 26,1 of 3,4 of 4,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2014-09-13,Andrei Arlovski,KO/TKO,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
530,Andrei Arlovski,2015-05-23,0.3333333333333333,0.33333333333333326,0.3333333333333333,0.0,0.3333333333333333,0.0,1,51 of 85,0.6,51 of 85,0 of 0,0.0,0,0,0,42 of 73,7 of 10,2 of 2,20 of 43,28 of 39,3 of 3,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2015-05-23,Andrei Arlovski,KO/TKO,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
531,Andrei Arlovski,2015-09-05,0.6666666666666666,0.3999999999999999,0.0,0.0,0.0,0.0,0,39 of 74,0.52,70 of 108,0 of 0,0.0,0,0,0,22 of 56,9 of 9,8 of 9,28 of 58,11 of 16,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2015-09-05,Andrei Arlovski,Decision - Unanimous,3,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
532,Andrei Arlovski,2016-01-02,0.6666666666666666,0.5033333333333333,0.0,0.0,0.0,0.0,0,7 of 12,0.58,7 of 12,0 of 0,0.0,0,0,0,4 of 6,0 of 2,3 of 4,6 of 11,1 of 1,0 of 0,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2016-01-02,Stipe Miocic,KO/TKO,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
533,Andrei Arlovski,2016-05-08,0.3333333333333333,0.5666666666666665,0.0,0.0,0.0,0.0,0,16 of 33,0.48,29 of 46,0 of 0,0.0,0,0,0,10 of 25,3 of 3,3 of 5,13 of 29,1 of 2,2 of 2,"6' 3""",240.0,"77""",Orthodox,"Feb 04, 1979",2016-05-08,Alistair Overeem,KO/TKO,2,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
